district,rainfall,humidity,wind_speed,temperature,lightning,risk
Chitradurga,38.24,77,44.51,33.76,21,Medium
Raichur,35.01,80,5.12,36.69,13,Low
Koppal,298.91,47,20.32,38.36,20,Medium
Bengaluru Urban,3.37,81,26.95,32.98,20,Medium
Gadag,89.55,79,30.08,21.66,15,Medium
Uttara Kannada,212.69,78,49.1,38.51,14,Medium
Mysuru,168.81,93,45.43,37.71,1,Medium
Ramanagara,271.64,36,44.09,26.98,21,High
Bengaluru Urban,94.21,61,18.46,28.3,10,Low
Gadag,247.02,36,39.72,27.33,0,Medium
Udupi,206.03,97,21.15,30.38,0,Medium
Kodagu,28.87,80,51.81,30.66,1,Low
Bagalkot,154.86,56,52.69,35.36,22,Medium
Bengaluru Urban,10.1,34,13.57,21.77,17,Low
Chitradurga,165.06,100,4.58,21.84,14,Medium
Raichur,336.93,35,56.25,35.02,23,High
Belagavi,187.92,92,39.07,19.2,24,High
Udupi,245.26,52,30.01,23.36,17,Medium
Chamarajanagar,303.72,34,54.74,20.48,15,High
Bagalkot,301.65,37,25.02,23.12,19,Medium
Haveri,144.38,67,15.74,33.95,17,Medium
Vijayapura,283.63,48,20.64,35.64,11,Medium
Kolar,297.03,73,37.06,36.55,17,High
Gadag,27.58,44,41.94,41.23,24,Medium
Kolar,247.85,72,33.33,38.4,18,Medium
Gadag,253.88,56,12.22,39.77,12,Medium
Dharwad,71.0,67,54.3,29.8,13,Medium
Bengaluru Rural,75.7,67,21.92,23.75,15,Medium
Vijayanagara,346.43,73,57.87,18.67,4,Medium
Chamarajanagar,97.2,57,57.16,25.58,9,Medium
Ballari,248.61,34,53.57,36.27,0,Medium
Mangaluru,78.73,86,35.6,29.45,20,Medium
Mysuru,102.26,50,34.69,31.46,4,Low
Chikkaballapur,111.62,37,27.95,32.88,11,Low
Chitradurga,255.83,85,12.08,38.55,8,Medium
Bengaluru Rural,100.87,34,34.39,35.27,17,Medium
Raichur,133.32,48,30.54,30.01,2,Low
Davanagere,220.03,84,20.84,30.8,22,High
Tumakuru,266.32,32,20.21,35.44,4,Medium
Chikkaballapur,206.91,44,33.71,23.05,11,Medium
Mandya,135.75,32,17.87,21.27,16,Medium
Uttara Kannada,3.87,51,33.53,34.01,9,Low
Mandya,304.82,54,46.76,18.38,4,Medium
Mandya,168.75,98,27.05,18.6,21,Medium
Kalaburagi,220.19,34,48.19,40.26,9,Medium
Udupi,119.44,79,26.39,39.99,4,Low
Ballari,279.71,91,19.98,27.02,11,Medium
Vijayapura,74.13,51,16.37,24.41,0,Low
Chikkamagaluru,340.8,99,44.45,40.87,3,Medium
Vijayapura,75.68,47,54.26,36.52,3,Low
Vijayapura,230.62,97,44.13,34.18,16,High
Mysuru,252.87,62,13.67,33.23,8,Medium
Mangaluru,220.21,41,56.76,20.07,13,High
Belagavi,248.1,61,14.55,30.97,19,Medium
Vijayapura,213.17,74,11.12,35.24,11,Low
Raichur,187.42,80,32.04,24.51,15,Medium
Bidar,127.57,51,34.05,34.8,4,Low
Chitradurga,77.64,38,35.77,37.37,19,Medium
Vijayapura,343.21,77,43.17,23.85,10,Medium
Kolar,57.16,97,3.17,32.75,9,Low
Bagalkot,101.18,55,14.33,36.44,19,Low
Koppal,150.23,70,30.43,32.33,10,Medium
Kodagu,290.68,96,1.22,28.69,20,Medium
Dharwad,201.71,36,50.55,25.0,5,Medium
Mysuru,241.86,87,26.08,25.51,5,Medium
Koppal,142.48,39,11.71,28.36,6,Low
Bengaluru Rural,212.99,60,39.36,36.32,15,Medium
Kolar,165.74,99,56.39,23.42,25,High
Kolar,52.09,69,22.45,28.4,14,Medium
Udupi,103.33,40,29.28,28.97,14,Medium
Bengaluru Urban,89.69,100,1.92,38.44,5,Low
Vijayanagara,245.5,71,17.74,19.67,13,Medium
Davanagere,179.92,52,44.17,23.24,17,Medium
Ramanagara,251.73,69,5.55,36.44,25,Medium
Chikkaballapur,180.34,88,20.0,20.11,14,Medium
Bagalkot,326.9,87,37.23,19.93,17,High
Gadag,135.36,55,39.53,28.28,20,Medium
Davanagere,93.37,46,20.82,26.63,4,Low
Chikkamagaluru,13.79,43,4.47,39.3,19,Low
Bengaluru Urban,277.84,41,52.62,32.28,19,High
Chamarajanagar,286.62,85,47.65,38.96,12,High
Vijayanagara,318.44,55,34.04,21.86,21,Medium
Mandya,99.56,41,49.99,39.2,25,Medium
Shivamogga,136.29,59,16.08,24.6,18,Medium
Davanagere,100.49,98,5.04,34.32,19,Medium
Chamarajanagar,254.25,34,56.01,21.23,13,High
Shivamogga,38.46,64,58.02,24.82,2,Low
Hassan,174.55,71,12.1,25.87,7,Low
Vijayanagara,274.35,41,16.03,25.41,23,Medium
Hassan,156.16,38,59.67,40.93,9,Medium
Haveri,68.64,96,9.15,31.24,7,Low
Raichur,172.85,45,33.37,22.2,3,Low
Ballari,70.34,80,26.03,25.87,1,Low
Chitradurga,16.53,96,11.61,25.08,10,Low
Chamarajanagar,297.77,94,54.59,23.3,14,High
Yadgir,341.12,64,8.81,36.23,14,Medium
Yadgir,206.15,55,23.37,30.4,15,Medium
Chikkamagaluru,38.02,58,8.42,36.23,14,Low
Tumakuru,52.83,98,18.66,28.62,14,Medium
Dharwad,155.07,70,40.0,19.64,3,Medium
Ballari,276.51,51,24.36,38.08,15,Medium
Chamarajanagar,290.2,80,49.75,39.27,21,High
Kodagu,148.73,40,18.68,28.55,22,Medium
Uttara Kannada,243.68,96,23.15,23.12,19,High
Belagavi,207.51,51,27.91,29.01,13,Medium
Yadgir,255.64,34,18.02,19.29,3,Low
Vijayapura,49.45,55,0.82,21.38,11,Low
Ballari,273.39,66,54.74,24.18,19,High
Ramanagara,173.42,41,36.57,18.16,0,Medium
Bengaluru Urban,316.11,63,53.53,26.03,25,High
Kalaburagi,188.5,39,28.9,22.26,13,Medium
Chikkaballapur,133.68,46,25.84,38.5,5,Low
Belagavi,165.13,52,20.9,34.19,13,Medium
Mangaluru,226.34,97,17.73,30.85,23,Medium
Ramanagara,97.07,89,42.45,21.64,2,Medium
Shivamogga,313.09,82,19.85,40.13,6,Medium
Davanagere,262.33,83,51.48,28.42,19,High
Ballari,49.53,93,26.93,28.32,20,Medium
Bagalkot,161.66,36,19.57,36.19,21,Medium
Shivamogga,284.58,97,38.4,34.1,17,High
Tumakuru,293.21,40,31.32,22.02,9,Medium
Bidar,331.09,56,58.87,18.52,6,Medium
Belagavi,24.65,35,31.17,37.64,7,Low
Udupi,7.4,66,17.36,29.32,17,Low
Vijayanagara,129.66,62,4.08,20.35,9,Low
Bagalkot,189.69,96,43.13,25.31,25,High
Udupi,95.44,95,40.86,20.45,24,Medium
Mysuru,80.29,49,27.99,34.22,16,Medium
Belagavi,148.52,37,36.07,27.71,19,Medium
Bengaluru Urban,223.0,65,58.07,31.24,8,Medium
Gadag,190.46,72,55.86,20.91,4,Medium
Mysuru,149.23,90,17.59,41.52,7,Medium
Gadag,111.62,87,9.63,25.52,7,Low
Belagavi,265.87,52,27.68,37.94,2,Medium
Tumakuru,325.3,41,33.59,19.26,6,Medium
Belagavi,213.78,52,55.56,34.12,6,Medium
Uttara Kannada,161.23,74,35.33,25.69,22,Medium
Tumakuru,96.29,41,40.07,30.69,6,Medium
Tumakuru,337.08,54,48.45,31.39,18,High
Dharwad,281.64,58,14.46,32.5,0,Low
Kalaburagi,303.5,33,26.59,33.66,17,Medium
Hassan,219.06,86,20.93,22.65,7,Medium
Davanagere,238.73,43,43.44,29.7,11,Medium
Bengaluru Rural,45.91,98,49.7,21.38,21,Medium
Raichur,49.38,76,34.43,26.15,2,Low
Mysuru,294.45,56,1.78,41.21,20,Medium
Udupi,288.51,40,12.79,36.4,16,Medium
Vijayapura,111.79,30,45.55,41.24,11,Medium
Chitradurga,285.08,55,22.6,37.06,1,Medium
Gadag,127.97,93,13.27,23.57,2,Low
Chikkaballapur,253.84,39,38.24,19.65,10,Medium
Hassan,307.01,63,14.77,37.11,17,Medium
Yadgir,300.71,39,51.8,18.56,23,High
Koppal,294.53,60,26.57,27.47,19,Medium
Bengaluru Urban,91.8,59,6.16,22.9,11,Low
Vijayapura,212.78,56,22.78,27.27,21,Medium
Gadag,187.99,59,27.11,35.6,3,Low
Udupi,328.67,53,23.16,30.73,18,Medium
Chikkamagaluru,318.44,45,51.69,25.66,23,High
Ramanagara,256.56,37,56.45,23.42,21,High
Mysuru,143.33,50,18.02,22.12,18,Medium
Bidar,208.31,33,45.96,22.8,12,Medium
Ramanagara,43.8,49,29.26,25.63,16,Medium
Chikkaballapur,238.26,78,45.28,26.18,3,Medium
Bagalkot,312.56,32,8.32,35.21,25,Medium
Vijayapura,193.5,43,29.89,32.93,23,Medium
Chikkamagaluru,249.03,55,13.91,23.68,1,Low
Belagavi,76.73,99,56.85,23.46,3,Medium
Chitradurga,331.19,93,20.11,25.21,10,Medium
Yadgir,222.89,95,19.62,40.25,16,Medium
Bengaluru Rural,110.47,52,10.84,18.09,21,Low
Chikkamagaluru,52.07,85,29.44,31.74,2,Low
Bidar,26.0,94,59.14,18.49,7,Medium
Bengaluru Urban,195.43,56,21.69,20.01,21,Medium
Kodagu,144.03,62,53.23,32.93,9,Medium
Chitradurga,58.43,36,50.74,31.41,12,Medium
Bengaluru Urban,40.68,55,14.02,20.41,14,Low
Udupi,306.88,99,23.35,41.25,14,High
Mysuru,37.83,64,44.78,24.16,22,Medium
Bengaluru Rural,314.44,41,34.3,26.07,10,Medium
Chikkaballapur,321.54,39,56.51,31.98,0,Medium
Yadgir,88.91,52,48.43,26.7,5,Low
Chikkaballapur,52.91,83,24.35,34.51,20,Medium
Mandya,97.44,97,23.15,22.56,1,Low
Vijayapura,218.36,73,26.02,36.62,15,Medium
Hassan,200.27,46,8.21,35.26,13,Medium
Hassan,32.43,70,27.83,31.44,9,Low
Vijayapura,157.35,77,45.23,21.86,10,Medium
Kodagu,314.16,41,2.42,26.49,22,Medium
Mysuru,169.06,79,31.59,29.55,19,Medium
Belagavi,152.24,54,41.05,20.12,8,Medium
Davanagere,194.6,56,5.37,32.85,12,Low
Chikkamagaluru,242.33,35,41.33,24.79,4,Medium
Vijayapura,196.95,38,31.55,39.62,5,Low
Haveri,159.86,72,27.74,36.47,8,Medium
Chitradurga,117.62,33,20.89,24.18,13,Medium
Belagavi,277.81,54,12.79,22.64,11,Medium
Gadag,313.43,54,5.81,25.23,16,Medium
Chikkamagaluru,32.94,55,14.48,37.7,20,Low
Bidar,85.27,97,18.9,29.8,17,Medium
Chikkaballapur,184.0,64,12.48,19.64,21,Medium
Gadag,60.21,37,15.72,33.99,6,Low
Bengaluru Rural,11.78,34,22.01,18.82,11,Low
Shivamogga,219.23,52,37.92,24.08,4,Medium
Belagavi,45.0,54,27.15,26.08,4,Low
Mangaluru,327.27,49,13.18,21.39,0,Low
Chikkaballapur,298.11,79,3.81,29.86,13,Medium
Ramanagara,302.44,63,7.1,23.36,22,Medium
Kalaburagi,348.3,39,44.48,32.93,25,High
Tumakuru,225.81,80,5.85,22.78,0,Low
Chikkaballapur,37.77,80,22.61,40.65,12,Low
Davanagere,189.89,52,8.84,39.46,19,Medium
Dharwad,241.18,73,0.87,20.86,13,Medium
Dharwad,125.96,87,30.9,20.92,7,Medium
Chitradurga,312.75,79,40.16,20.83,17,High
Uttara Kannada,49.68,95,56.43,40.47,12,Medium
Davanagere,29.78,74,29.47,40.42,9,Low
Uttara Kannada,270.32,87,41.07,28.24,12,High
Chamarajanagar,37.17,73,33.54,37.33,24,Medium
Shivamogga,95.98,31,55.79,27.16,24,Medium
Tumakuru,18.8,71,41.2,32.11,22,Medium
Bengaluru Rural,137.84,44,8.58,34.69,19,Medium
Dharwad,164.65,41,53.15,25.28,14,Medium
Ramanagara,103.58,53,34.12,18.65,11,Low
Vijayapura,329.32,31,30.37,24.24,20,Medium
Bidar,51.6,100,0.33,40.54,9,Low
Davanagere,341.72,98,25.32,23.68,14,High
Haveri,165.41,85,57.49,26.04,20,High
Kodagu,212.41,94,58.99,30.45,4,Medium
Gadag,246.46,54,47.77,35.8,12,Medium
Belagavi,274.2,52,3.97,36.64,10,Medium
Kodagu,95.77,77,50.25,37.23,10,Medium
Mangaluru,8.21,62,54.76,23.56,14,Medium
Koppal,235.27,80,37.73,41.99,19,High
Gadag,178.27,66,23.03,20.99,20,Medium
Davanagere,290.64,100,58.99,18.27,6,High
Tumakuru,282.82,45,55.65,37.76,21,High
Yadgir,299.2,38,20.56,20.22,2,Medium
Mandya,244.77,31,59.72,19.43,8,Medium
Chikkamagaluru,75.68,43,51.47,28.97,8,Medium
Dharwad,300.92,60,23.1,34.19,24,Medium
Bagalkot,80.65,61,19.99,30.42,15,Low
Udupi,59.96,76,25.02,39.71,20,Medium
Yadgir,153.21,31,53.05,23.87,2,Medium
Gadag,5.69,100,41.82,41.68,3,Medium
Bagalkot,315.83,39,24.8,40.01,20,Medium
Gadag,60.62,57,10.2,26.94,9,Low
Uttara Kannada,301.94,64,3.12,32.56,8,Medium
Hassan,308.36,53,1.34,24.63,0,Low
Bengaluru Rural,13.12,74,23.31,41.16,3,Low
Uttara Kannada,186.76,72,46.23,38.4,0,Medium
Dharwad,5.82,69,30.4,37.46,15,Medium
Tumakuru,75.05,52,48.03,38.88,9,Medium
Uttara Kannada,212.76,63,17.35,24.74,9,Low
Vijayanagara,333.34,82,38.22,38.9,22,High
Davanagere,297.42,73,44.56,25.42,4,Medium
Chitradurga,172.24,33,22.45,37.18,9,Medium
Ballari,30.67,95,5.64,30.97,14,Medium
Udupi,155.07,35,19.83,30.81,7,Low
Bidar,99.43,50,36.71,23.47,19,Medium
Kalaburagi,1.09,90,20.79,30.62,19,Medium
Dharwad,326.52,38,9.72,19.24,17,Medium
Chikkamagaluru,65.82,46,7.17,24.89,23,Low
Vijayanagara,151.54,82,25.46,39.72,6,Medium
Tumakuru,5.92,53,52.31,37.68,19,Medium
Uttara Kannada,310.15,81,45.95,23.29,8,High
Mysuru,104.65,93,23.43,37.21,20,Medium
Uttara Kannada,41.65,94,30.08,27.51,22,Medium
Haveri,319.73,55,30.33,40.79,3,Medium
Raichur,142.43,95,33.95,19.78,17,Medium
Chitradurga,26.98,84,41.21,36.36,5,Medium
Mysuru,82.26,55,54.69,28.57,25,Medium
Bidar,76.58,37,10.3,27.41,10,Low
Davanagere,288.77,68,51.96,39.63,22,High
Raichur,346.36,54,47.69,33.11,6,Medium
Kodagu,82.19,43,6.39,34.96,17,Low
Ballari,33.82,73,20.66,22.39,14,Medium
Yadgir,30.38,78,44.07,21.76,6,Medium
Shivamogga,179.64,64,29.94,27.1,7,Medium
Mysuru,125.91,31,18.75,26.87,17,Medium
Ramanagara,117.1,31,15.82,38.55,11,Low
Vijayapura,13.09,65,48.26,38.24,14,Medium
Belagavi,278.37,63,38.33,19.64,9,Medium
Dharwad,287.25,58,36.72,22.64,14,High
Chikkamagaluru,189.43,39,45.45,39.08,21,Medium
Hassan,232.21,49,30.58,22.97,23,Medium
Vijayanagara,0.06,99,24.54,32.13,21,Medium
Gadag,242.01,63,45.37,36.42,1,Medium
Haveri,281.03,55,43.07,38.91,18,High
Ballari,270.82,55,22.92,22.27,3,Medium
Chikkamagaluru,140.57,94,20.38,22.27,24,Medium
Chitradurga,135.59,31,12.36,40.52,13,Medium
Kolar,93.17,53,32.72,30.62,22,Medium
Shivamogga,233.36,84,15.19,37.32,1,Medium
Dharwad,213.68,65,8.0,35.59,5,Low
Gadag,10.46,83,13.01,18.1,13,Medium
Mysuru,50.21,96,39.57,24.71,25,Medium
Koppal,126.26,37,15.02,21.17,7,Low
Kodagu,139.91,76,33.31,20.02,14,Medium
Dharwad,28.81,83,6.58,39.92,16,Medium
Chamarajanagar,74.71,82,26.22,20.68,8,Medium
Tumakuru,262.63,97,42.47,28.82,0,Medium
Udupi,167.0,70,30.4,20.11,24,Medium
Uttara Kannada,335.76,40,58.19,29.3,20,High
Mandya,332.28,75,48.86,21.73,9,Medium
Yadgir,203.5,38,37.25,41.79,21,Medium
Kodagu,137.71,45,29.37,34.72,25,Medium
Mandya,163.55,65,26.66,22.09,11,Medium
Bengaluru Rural,118.19,31,22.08,36.37,15,Medium
Yadgir,348.1,95,13.86,27.48,1,Medium
Kalaburagi,108.29,99,4.96,41.76,18,Medium
Haveri,25.99,74,55.9,19.17,4,Low
Belagavi,198.88,38,15.11,35.61,6,Low
Kolar,34.7,88,11.06,23.89,11,Low
Koppal,219.77,52,49.19,30.65,13,Medium
Mangaluru,62.8,32,35.46,30.94,16,Medium
Kodagu,275.57,47,40.04,23.85,6,Medium
Belagavi,96.29,65,28.42,18.17,15,Medium
Mysuru,147.11,95,14.15,23.85,5,Low
Vijayapura,277.36,48,12.17,36.26,10,Medium
Kalaburagi,53.55,35,32.99,35.92,5,Low
Uttara Kannada,220.95,86,49.5,29.66,9,High
Mysuru,214.3,75,33.91,39.58,24,Medium
Kodagu,139.02,68,49.33,26.75,21,Medium
Raichur,318.08,89,54.21,27.03,0,Medium
Koppal,299.94,94,20.43,26.34,0,Medium
Mandya,172.49,86,27.16,34.43,16,Medium
Shivamogga,70.06,46,56.95,38.26,23,Medium
Hassan,52.55,61,2.27,39.5,15,Low
Dharwad,130.05,72,40.44,30.24,2,Medium
Chikkamagaluru,106.08,65,3.96,29.81,3,Low
Chikkamagaluru,175.56,54,28.24,35.52,25,Medium
Ballari,62.24,51,56.49,25.2,5,Low
Raichur,207.89,34,11.58,27.72,1,Low
Mangaluru,74.83,54,54.55,19.91,18,Medium
Hassan,279.86,50,23.53,20.83,25,Medium
Bidar,18.87,63,42.88,26.17,9,Medium
Vijayapura,326.47,95,49.46,37.43,16,High
Bengaluru Rural,301.71,62,3.56,37.45,17,Medium
Yadgir,247.15,87,15.03,40.61,24,Medium
Bagalkot,30.64,95,31.76,27.73,3,Low
Kalaburagi,49.72,79,26.24,18.88,8,Low
Yadgir,271.54,71,0.41,35.45,0,Low
Ramanagara,259.97,64,34.83,18.9,19,Medium
Davanagere,334.99,49,38.22,37.02,22,High
Haveri,192.54,49,42.58,40.06,18,Medium
Bengaluru Rural,309.28,79,3.26,37.57,24,Medium
Haveri,9.32,30,2.2,27.61,7,Low
Ramanagara,248.19,69,35.61,39.54,18,High
Mangaluru,137.09,79,26.29,38.86,12,Medium
Chikkaballapur,27.17,68,13.82,24.76,18,Low
Haveri,6.42,73,16.53,26.24,9,Low
Chamarajanagar,272.93,91,34.66,22.58,3,Medium
Bengaluru Rural,84.2,72,46.18,21.39,20,Medium
Mangaluru,121.34,32,50.99,31.17,25,Medium
Mandya,266.76,53,30.62,32.52,6,Medium
Hassan,254.45,49,56.45,31.19,0,Medium
Bengaluru Rural,320.73,36,46.92,25.13,16,High
Shivamogga,59.96,54,15.2,33.67,15,Low
Belagavi,283.56,54,55.05,21.56,25,High
Kalaburagi,64.17,31,45.98,25.23,5,Low
Udupi,258.94,54,34.11,35.02,24,Medium
Mandya,120.25,99,22.7,32.09,22,Medium
Dharwad,129.43,83,24.92,21.09,14,Medium
Uttara Kannada,52.54,99,16.78,32.21,19,Medium
Mysuru,319.58,95,43.53,29.7,2,Medium
Bengaluru Urban,249.7,54,5.83,28.02,0,Low
Kolar,161.2,91,52.46,21.77,5,Medium
Vijayapura,185.03,41,3.22,19.35,19,Medium
Vijayapura,260.36,90,56.26,41.55,11,High
Kalaburagi,24.83,50,46.89,34.0,8,Medium
Kodagu,179.08,76,52.59,33.53,20,Medium
Ramanagara,118.68,83,11.69,30.91,16,Medium
Kolar,161.63,69,3.45,20.12,7,Low
Tumakuru,237.21,77,57.91,27.21,13,High
Bengaluru Urban,132.61,50,21.52,19.37,23,Medium
Haveri,203.18,66,47.1,30.95,3,Medium
Bidar,31.62,66,59.89,19.39,0,Low
Belagavi,200.55,34,34.88,25.86,15,Medium
Dharwad,189.73,91,39.48,28.7,3,Medium
Bengaluru Urban,112.68,39,27.79,40.33,8,Low
Udupi,204.51,46,18.56,37.22,7,Low
Bagalkot,98.35,95,49.07,41.52,20,Medium
Yadgir,190.87,85,36.79,34.46,16,High
Chikkamagaluru,222.77,58,44.93,25.04,11,Medium
Hassan,129.79,93,55.39,33.41,25,High
Kalaburagi,34.21,52,39.78,21.52,13,Medium
Ramanagara,253.68,38,32.29,21.88,16,Medium
Bengaluru Rural,216.1,67,11.22,29.21,20,Medium
Bidar,141.71,82,20.88,38.78,11,Medium
Haveri,37.15,35,1.39,30.71,15,Low
Mysuru,220.47,75,55.89,23.41,2,Medium
Chitradurga,227.91,66,1.23,19.28,25,Medium
Shivamogga,129.03,37,55.16,27.65,21,Medium
Davanagere,242.1,64,43.55,35.97,8,Medium
Kalaburagi,39.16,36,53.5,29.18,6,Medium
Bagalkot,3.26,48,38.6,40.11,0,Low
Kalaburagi,22.79,74,53.85,36.08,0,Low
Kodagu,160.55,70,10.94,28.41,4,Low
Uttara Kannada,72.17,54,52.68,25.2,16,Medium
Gadag,57.55,92,48.63,22.1,10,Medium
Bagalkot,63.23,39,51.9,39.99,20,Medium
Davanagere,176.75,49,4.81,27.95,19,Medium
Bengaluru Rural,123.22,83,5.32,36.83,7,Medium
Ballari,77.09,35,27.36,40.46,7,Low
Tumakuru,105.26,75,42.38,24.22,13,Medium
Mangaluru,16.35,64,18.34,37.91,1,Low
Raichur,6.0,38,35.48,35.69,24,Medium
Shivamogga,180.9,89,8.13,27.6,12,Medium
Chikkaballapur,11.07,56,48.82,37.83,25,Medium
Hassan,287.27,38,41.02,28.76,14,High
Mandya,101.78,50,13.93,24.42,17,Low
Bengaluru Urban,125.78,43,49.11,39.42,24,Medium
Mangaluru,30.22,30,9.83,24.27,9,Low
Shivamogga,318.1,97,52.37,25.25,13,High
Kalaburagi,52.98,61,21.0,34.96,11,Low
Mysuru,70.84,80,32.58,27.01,2,Low
Ramanagara,91.92,46,39.87,36.54,12,Medium
Koppal,205.52,99,52.3,35.37,6,Medium
Mangaluru,70.95,62,0.46,37.73,6,Low
Kodagu,47.62,73,59.49,33.31,0,Low
Yadgir,90.23,51,13.78,33.4,24,Low
Ballari,9.44,100,5.18,18.23,3,Low
Udupi,157.16,43,35.74,39.95,22,Medium
Uttara Kannada,245.11,48,3.55,31.87,19,Medium
Mangaluru,14.3,73,21.99,41.01,23,Medium
Udupi,330.3,88,58.0,23.93,18,High
Kalaburagi,131.28,31,41.74,27.61,10,Medium
Vijayapura,138.65,52,56.5,30.93,12,Medium
Chikkamagaluru,257.19,58,3.89,34.3,2,Low
Chikkaballapur,160.5,91,40.09,30.95,17,High
Hassan,287.79,68,3.99,35.79,17,Medium
Belagavi,320.84,98,38.67,37.77,8,High
Ramanagara,169.2,79,18.73,36.91,13,Medium
Chikkamagaluru,3.91,80,49.1,31.94,7,Medium
Dharwad,186.0,85,59.25,40.21,1,Medium
Tumakuru,179.68,98,22.54,24.66,15,Medium
Davanagere,48.54,99,43.96,22.44,17,Medium
Ballari,31.98,34,55.33,32.82,9,Medium
Ballari,29.04,83,35.93,42.0,21,Medium
Shivamogga,91.52,36,49.84,25.59,7,Medium
Gadag,347.64,74,5.09,20.91,3,Low
Chamarajanagar,53.18,37,13.85,41.02,13,Low
Hassan,20.82,91,23.62,36.65,7,Medium
Vijayapura,149.23,100,12.08,35.78,3,Low
Yadgir,303.55,92,38.4,29.86,7,High
Bagalkot,337.35,33,42.08,36.49,6,Medium
Kolar,68.93,38,45.71,34.15,12,Medium
Chamarajanagar,114.14,89,25.27,28.85,19,Medium
Mangaluru,67.14,71,11.37,28.75,8,Low
Yadgir,341.19,68,33.44,39.0,24,Medium
Bengaluru Urban,33.35,89,32.24,33.05,14,Medium
Bengaluru Rural,91.99,80,47.37,28.44,0,Low
Belagavi,180.37,64,5.54,40.14,16,Medium
Gadag,106.9,85,39.13,20.59,19,Medium
Yadgir,289.51,67,52.97,34.0,24,High
Bidar,164.56,54,46.66,24.2,12,Medium
Kodagu,234.53,82,22.89,36.11,13,High
Mandya,256.57,97,45.03,28.55,13,High
Mysuru,244.1,41,3.39,27.98,7,Medium
Bengaluru Urban,115.54,60,48.24,19.02,10,Medium
Chamarajanagar,285.5,99,46.98,32.78,17,High
Gadag,96.21,88,17.39,26.16,23,Medium
Dharwad,32.57,41,11.15,41.47,21,Low
Udupi,82.7,75,44.07,27.98,9,Medium
Bengaluru Urban,193.51,83,59.96,32.92,5,Medium
Kodagu,94.52,43,56.39,40.09,13,Medium
Uttara Kannada,325.94,83,58.35,21.42,24,High
Davanagere,26.69,56,5.59,19.0,8,Low
Bengaluru Urban,221.27,100,12.06,26.13,25,Medium
Chikkaballapur,175.37,38,19.31,23.15,15,Medium
Mandya,131.06,91,30.76,40.53,1,Medium
Bengaluru Rural,202.65,49,25.1,25.96,9,Medium
Chikkaballapur,298.6,59,23.2,27.98,14,Medium
Yadgir,78.52,96,30.06,31.84,17,Medium
Vijayapura,18.9,67,19.83,24.22,1,Low
Chamarajanagar,43.0,69,18.09,22.05,9,Low
Davanagere,59.85,58,45.32,31.25,5,Low
Udupi,18.47,68,22.52,38.21,23,Medium
Mysuru,177.29,74,37.22,40.66,14,Medium
Kodagu,122.98,40,25.12,19.52,23,Medium
Hassan,170.93,77,20.99,35.27,3,Low
Dharwad,270.88,57,51.11,37.58,8,Medium
Kodagu,349.34,35,25.72,30.73,9,Medium
Kodagu,160.12,53,2.81,26.31,10,Low
Uttara Kannada,305.52,100,54.62,32.78,20,High
Shivamogga,218.26,89,35.32,27.27,15,High
Raichur,337.69,79,43.19,35.81,25,High
Shivamogga,68.23,95,41.64,24.53,13,Medium
Kolar,263.52,98,25.37,19.9,6,Medium
Vijayanagara,294.53,36,7.23,36.63,18,Medium
Chikkaballapur,286.46,32,19.87,23.72,14,Medium
Chitradurga,293.11,51,19.78,18.98,4,Low
Uttara Kannada,337.75,81,26.39,36.84,8,Medium
Kolar,23.02,85,22.56,40.82,9,Medium
Tumakuru,124.61,86,16.34,40.1,7,Medium
Mandya,65.59,98,41.2,34.58,1,Medium
Bengaluru Urban,31.21,35,11.38,33.75,12,Low
Gadag,107.33,50,57.56,38.73,11,Medium
Haveri,16.62,91,48.44,41.02,5,Medium
Chitradurga,250.87,100,9.09,28.24,12,Medium
Dharwad,11.15,93,37.61,32.1,24,Medium
Raichur,165.83,33,14.15,38.52,4,Low
Dharwad,256.88,33,50.16,26.83,21,High
Ramanagara,64.34,48,34.86,24.47,5,Low
Kalaburagi,66.53,90,35.88,25.01,16,Medium
Koppal,253.27,48,50.46,37.69,12,Medium
Bagalkot,301.26,91,28.97,41.25,15,High
Hassan,143.86,38,48.51,41.71,8,Medium
Davanagere,12.12,79,52.2,38.56,9,Medium
Ramanagara,119.01,47,51.26,23.3,12,Medium
Chitradurga,260.16,48,45.22,32.66,1,Medium
Raichur,249.09,67,57.01,19.65,8,Medium
Kolar,285.72,98,10.75,41.81,6,Medium
Ramanagara,231.71,72,17.24,36.14,12,Medium
Mangaluru,116.28,99,16.14,18.22,9,Low
Chamarajanagar,77.27,55,32.81,24.98,22,Medium
Dharwad,197.03,58,47.3,41.98,16,Medium
Bengaluru Rural,93.41,94,12.88,37.18,1,Low
Yadgir,180.22,100,43.41,38.33,22,High
Bidar,104.82,76,12.76,29.73,5,Low
Dharwad,159.67,95,35.35,41.95,9,Medium
Mangaluru,119.11,41,59.8,25.31,21,Medium
Haveri,64.84,93,20.24,24.99,25,Medium
Chitradurga,239.09,86,46.62,38.74,21,High
Bidar,287.26,98,48.51,40.23,7,High
Koppal,282.09,30,36.68,21.67,22,High
Dharwad,19.75,81,54.0,22.57,0,Medium
Ramanagara,328.57,49,56.61,29.05,9,Medium
Vijayanagara,22.3,61,33.18,39.4,0,Low
Udupi,19.92,69,23.64,36.82,21,Medium
Davanagere,216.46,68,0.29,29.73,12,Low
